Accel Pedal;Coolant Temp;Engine Lambda;Engine Speed;Man Air Press;Mass Air Flow OBD;Rel Thrott Pos OBD;Spark Advance;Fuel Inj Amt
23.5;94;1;2389.7;73.9;26.51;16.1;20;22.675
23.5;94;1;2390.3;73.5;26.51;16.1;20;22.675
23.5;94;1;2389.5;73.5;26.51;16.1;20;22.675
23.5;94;1;2389.6;75;26.51;16.1;20;22.675
23.5;94;1;2386.6;75.8;26.51;16.1;20;22.751
23.5;94;1;2389.2;75.4;25.87;16.1;20;22.797
23.5;94;1;2388.5;75.2;25.87;16.1;20;22.797
23.5;94;1;2390.8;74.9;25.87;16.1;20;22.797
23.5;94;1;2389.3;74.6;25.87;16.1;20;22.797
23.5;94;1;2388.7;74.3;25.87;16.1;20;22.797
23.5;94;1;2391.1;74.2;25.87;16.1;20;22.797
23.5;94;1;2389.8;73.7;26.66;16.1;20;22.919
23.5;94;1;2389.3;73.6;27.27;16.1;20;22.919
23.5;94;1;2390;73.3;27.27;16.1;20;22.919
23.5;94;1;2390.2;74.9;27.27;16.1;20;22.919
23.5;94;1;2389.1;75.8;27.27;16.1;20;22.919
23.5;94;1;2388.5;75.5;27.27;16.1;20;22.919
23.5;94;1;2388.1;75.3;27.27;16.1;20;22.919
23.5;94;1;2387.9;74.8;26.51;16.1;19.7;22.919
23.5;94;1;2390.4;74.5;26.51;16.1;19.5;22.919
23.5;94;1;2388.2;74.1;26.51;16.1;19.5;22.919
23.5;94;1;2390.5;73.9;26.51;16.1;19.5;22.919
23.5;94;1;2387.9;73.7;26.51;16.1;19.5;22.919
23.5;94;1;2388.8;73.8;26.51;16.1;19.5;22.905
23.5;94;1;2388.3;73.6;26.38;16.1;19.5;22.889
23.5;94;1;2388.6;74.8;26.23;16.1;20;22.889
23.5;94;1;2387.7;75.8;26.23;16.1;20;22.889
23.5;94;1;2389.6;75.7;26.23;16.1;20;22.889
23.5;94;1;2388.8;75.3;26.23;16.1;20;22.889
23.5;94;1;2388.4;75;26.23;16.1;20;22.889
23.5;94;1;2387.4;74.4;26.23;16.1;20;22.98
23.5;94;1;2388.8;74.1;26.37;16.1;20;22.98
23.5;94;1;2389.2;73.7;26.37;16.1;20;22.98
23.5;94;1;2389;73.7;26.37;16.1;20;22.98
23.5;94;1;2389.7;73.5;26.37;16.1;20;22.98
23.5;94;1;2387.6;76.2;26.37;16.1;20;22.98
23.5;94;1;2373.6;62.2;26.37;16.1;20;21.405
23.5;94;1;2328.7;38.3;19.735;16.1;14.2;18.311
23.5;94;1;2357.7;23;2.54;0.4;-1;18.311
23.5;94;1;2331.3;14.3;2.54;0.4;-1;18.311
23.5;94;1;2362.2;13.6;2.54;0.4;-1;18.311
20.7;94;1;2344.7;13;2.54;0.4;-1;18.311
0;94;1;2318.8;14.1;2.54;0.4;-1;18.311
0;94;1.8;2297;13.6;2.54;0.4;-1;0.634
0;94;1.8;2287.1;13.7;4.91;0.4;29.4;0
0;94;1.8;2266.2;14.2;4.91;4.3;34;0
0;94;1.8;2252.2;13.6;4.91;4.3;34;0
0;94;1.8;2237.4;13.5;4.91;4.3;34;0
0;94;1.8;2224.6;12.9;4.91;4.3;34;0
0;94;1.8;2209.2;12.8;4.91;4.3;34;0
0;94;2;2199.7;12.9;4.82;4.3;34;0
0;94;2;2199.4;13.1;4.82;4;34;0
0;94;2;2196.6;12.4;4.82;3.9;34;0
0;94;2;2196;12.3;4.82;3.9;34;0
0;94.4;2;2195.6;12.2;4.82;3.9;34;0
0;95;2;2192.4;12.1;4.82;3.9;34;0
0;95;2;2193.4;12.1;4.82;3.9;34;0
0;95;2;2197.1;12.3;4.73;3.9;34;0
0;95;2;2199.2;12.6;4.73;3.9;34;0
0;95;2;2204.7;12.5;4.73;3.9;34;0
0;95;2;2208.4;12;4.73;3.9;34;0
0;94;2;2212.3;12;4.73;3.9;34;0
0;94;2;2219.1;12.6;4.73;3.9;34;0
0;94;2;2218.7;12.2;4.721;3.9;34;0
0;94;2;2223.8;12.2;4.72;3.9;34;0
0;94;2;2224;12.4;4.72;3.9;34;0
0;94;2;2231.4;12.2;4.72;3.9;34;0
0;94;2;2228.1;12.7;4.72;3.9;34;0
0;94;2;2224.5;12.3;4.72;3.9;34;0
0;94;2;2230.5;12.5;4.726;3.9;34;0
0;94;2;2227.8;12.5;5;3.9;34;0
0;94;2;2224.5;12.3;5;3.9;34;0
0;94;2;2220.9;12.9;5;3.9;34;0
0;94;2;2218.3;12.4;5;3.9;34;0
0;95;2;2215.3;12.3;5;3.9;34;0
0;95;2;2209.6;12.6;5;3.9;34;0
0;95;2;2202.9;12.9;4.696;3.9;34;0
0;95;2;2201.8;12.2;4.68;3.9;34;0
0;95;2;2199.1;12.1;4.68;3.9;34;0
0;95;2;2193.1;12.1;4.68;3.9;34;0
0;94.7;2;2189.5;12.1;4.68;3.9;34;0
0;94;2;2189.8;12.1;4.68;3.9;34;0
0;94;2;2189;12.2;4.68;3.9;34;0
0;94;2;2181.5;12.1;4.64;3.9;34;0
0;94;2;2175.2;12;4.64;3.9;34;0
0;94;2;2173.3;11.9;4.64;3.9;34;0
0;94;2;2170.6;11.9;4.64;3.9;34;0
0;94;2;2164.2;12;4.64;3.9;34;0
0;94;2;2158.9;12.7;4.64;3.9;34;0
0;94;2;2159.4;12.5;4.599;3.9;34;0
0;94;2;2154.1;12;4.57;3.9;33.5;0
0;94;2;2144.4;12.1;4.57;3.9;33.5;0
0;94;2;2142.4;12.5;4.57;3.9;33.5;0
0;94;2;2144.5;11.9;4.57;3.9;33.5;0
0;94;2;2138.5;12.3;4.57;3.9;33.5;0
0;94;2;2133.7;12.2;4.57;3.9;33.5;0
0;94;2;2129.8;12;4.51;3.9;33.5;0
0;94;2;2124.3;12.1;4.51;3.9;33.5;0
0;94;2;2117.3;12.3;4.51;3.9;33.5;0
0;94;2;2117.4;11.8;4.51;3.9;33.5;0
0;94;2;2112.6;12.3;4.51;3.9;33.5;0
0;94;2;2110.9;11.7;4.51;3.9;33.5;0
0;94;2;2114.1;11.9;4.43;3.9;33.5;0
0;94;2;2108.9;11.9;4.39;3.5;33.5;0
0;94;2;2103.1;11.9;4.39;3.5;33.5;0
0;94;2;2103.5;11.8;4.39;3.5;33.5;0
0;94;2;2100.2;12;4.39;3.5;33.5;0
0;94;2;2095;11.9;4.39;3.5;33.5;0
0;94;2;2095.6;11.9;4.39;3.5;33.5;0
0;94;2;2095.6;11.7;4.344;3.5;33.5;0
0;94;2;2088;11.9;4.34;3.5;33.5;0
0;94;2;2079.3;11.9;4.34;3.5;33.5;0
0;94;2;2079.9;11.9;4.34;3.5;33.5;0
0;94;2;2079.3;11.7;4.34;3.5;33.5;0
0;94;2;2074.5;12;4.34;3.5;33.5;0
0;94;2;2070.4;12.1;4.29;3.5;33.5;0
0;94;2;2067.5;11.9;4.18;3.5;33.5;0
0;94;2;2063.3;11.9;4.18;3.5;33.5;0
0;94;2;2055;12.3;4.18;3.5;33.5;0
0;94;2;2053.8;11.8;4.18;3.5;33.5;0
0;94;2;2050.9;12.4;4.18;3.5;33.5;0
0;94;2;2047.3;11.8;4.18;3.5;33.5;0
0;94;2;2047.4;12;4.07;3.5;33.5;0
0;94;2;2048.1;11.7;4.07;3.5;33.5;0
0;94;2;2040.6;12.1;4.07;3.5;33.5;0
0;94;2;2033.8;12.2;4.07;3.5;33.5;0
0;94;2;2032.6;11.8;4.07;3.5;33.5;0
0;94;2;2027.6;11.9;4.07;3.5;33.5;0
0;94;2;2022.9;12.3;4.112;3.5;33.5;0
0;94;2;2024.3;11.8;4.16;3.5;33.5;0
0;94;2;2019.2;11.7;4.16;3.5;33.5;0
0;94;2;2011.3;11.7;4.16;3.5;33.5;0
0;94;2;2014.2;11.8;4.16;3.5;33.5;0
0;94;2;2011.7;12;4.16;3.5;33.5;0
0;94;2;2007.2;12.1;4.16;3.5;33.5;0
0;94;2;2003.9;12.3;4.04;3.5;33.6;0
0;94;2;2001.8;12.3;4.04;3.5;34;0
0;94;2;1995.2;12.3;4.04;3.5;34;0
0;94;2;1989.6;12.1;4.04;3.5;34;0
0;94;2;1989.2;11.9;4.04;3.5;34;0
0;94;2;1984.8;11.9;4.04;3.5;34;0
0;94;2;1984.1;11.9;4.028;3.5;34;0
0;94;2;1986.2;11.8;3.97;3.5;34;0
0;94;2;1979.5;12.5;3.97;3.5;34;0
0;94;2;1974.7;12;3.97;3.5;34;0
0;93.2;2;1974.7;11.8;3.97;3.5;34;0
0;93;2;1971.7;12.2;3.97;3.5;34;0
0;93;2;1968.4;12.4;3.962;3.5;34;0
0;93;2;1969.8;11.9;3.85;3.5;34;0
0;93;2;1968.5;12.2;3.85;3.5;34;0
0;93;2;1961.8;12.5;3.85;3.5;34;0
0;93;2;1955.4;11.9;3.85;3.5;34;0
0;93;2;1956.3;12.7;3.85;3.5;34;0
0;93;2;1956.3;11.9;3.85;3.5;34;0
0;93;2;1950.4;12.1;3.895;3.5;34.2;0
0;93;2;1946.2;11.8;3.94;3.1;34.5;0
0;93;2;1942.6;12.2;3.94;3.1;34.5;0
0;93;2;1939.7;12.2;3.94;3.1;34.5;0
0;93;2;1933.6;12.1;3.94;3.1;34.5;0
0;93;2;1928;12.1;3.94;3.1;34.5;0
0;93;2;1928.4;12;3.94;3.1;34.5;0
0;93;2;1924.4;12.1;3.979;3.1;34.5;0
0;93;2;1921.9;12.4;3.99;3.1;34.5;0
0;93;2;1923;12.7;3.99;3.1;34.5;0
0;93;2;1922.2;12.4;3.99;3.1;34.5;0
0;93;2;1915.1;12;3.99;3.1;34.5;0
0;93;2;1910.9;12;3.99;3.1;34.5;0
0;93;2;1911.2;12.1;3.905;3.1;34.5;0
0;93;2;1908.2;12;3.76;3.1;34.5;0
0;93;2;1904.1;12.3;3.76;3.1;34.5;0
0;93;2;1902.7;12.3;3.76;3.1;34.5;0
0;93;2;1903.3;12.2;3.76;3.1;34.5;0
0;93;2;1898.6;12.4;3.76;3.1;34.5;0
0;93;2;1890.6;11.9;3.76;3.1;34.5;0
0;93;2;1887.9;12.7;3.826;3.1;34.5;0
0;93;2;1890.3;11.9;3.91;3.1;35;0
0;93;2;1887.2;12.5;3.91;3.1;35;0
0;93;2;1881.8;11.9;3.91;3.1;35;0
0;93;2;1876.5;12;3.91;3.1;35;0
0;93;2;1872.7;12.4;3.91;3.1;35;0
0;93;2;1867.9;12.9;3.91;3.1;35;0
0;93;2;1859.3;11.9;3.836;3.1;35;0
0;93;2;1855.7;11.9;3.72;3.1;35;0
0;93;2;1851.3;11.9;3.72;3.1;35;0
0;93;2;1848.2;11.9;3.72;3.1;35;0
0;93;2;1851.9;12;3.72;3.1;35;0
0;93;2;1848.5;12;3.72;3.1;35;0
0;93;2;1842.9;12;3.72;3.1;35;0
0;93;2;1843.1;12;3.729;3.1;35;0
0;93;2;1840.3;12;3.77;3.1;35;0
0;93;2;1838.6;12;3.77;3.1;35;0
0;93;2;1840.6;12;3.77;3.1;35;0
0;93;2;1837.3;13.1;3.77;3.1;35;0
0;93;2;1829.7;12.9;3.77;3.1;35;0
0;93;2;1828.6;12.4;3.77;3.1;35;0
0;93;2;1830.6;12.1;3.77;3.1;35;0
0;93;2;1826;12;3.76;3.1;35.2;0
0;93;2;1820.6;13;3.76;3.1;35.5;0
0;93;2;1817.2;12.5;3.76;3.1;35.5;0
0;93;2;1815.2;12.1;3.76;3.1;35.5;0
0;93;2;1808.8;12.9;3.76;3.1;35.5;0
0;93;2;1802.7;12;3.76;3.1;35.5;0
0;93;2;1804.1;12.3;3.701;3.1;35.5;0
0;93;2;1801.9;12;3.63;3.1;35.5;0
0;93;2;1800.9;12.3;3.63;3.1;35.5;0
0;93;2;1803;12.1;3.63;3.1;35.5;0
0;93;2;1801.4;12.4;3.63;3.1;35.5;0
0;93;2;1794.4;12;3.63;3.1;35.5;0
0;93;2;1790.3;12.7;3.63;3.1;35.5;0
0;93;2;1789.6;12;3.63;3.1;35.5;0
0;93;2;1786.8;12.5;3.64;3.1;35.5;0
0;93;2;1782.3;13;3.64;3.1;35.5;0
0;93;2;1781;12.5;3.64;3.1;35.5;0
0;93;2;1781.9;12.1;3.64;3.1;35.5;0
0;93;2;1777;12.7;3.64;3.1;35.5;0
0;93;2;1768.8;12.9;3.64;3.1;35.5;0
0;93;2;1767.9;12.2;3.64;3.1;35.5;0
0;93;2;1770.2;12.1;3.592;3.1;35.5;0
0;93;2;1766.9;12.4;3.58;3.1;35.5;0
0;93;2;1762.2;12.3;3.58;3.1;35.5;0
0;92.8;2;1757.8;12.6;3.58;3.1;35.5;0
0;92;2;1755.2;12.3;3.58;3.1;35.5;0
0;92;2;1750.9;12.3;3.58;3.1;35.5;0
0;92;2;1742.5;13;3.58;3.1;35.5;0
0;92;2;1741;11.8;3.61;3.1;35.5;0
0;92;2;1738.4;12;3.61;3.1;35.5;0
0;92;2;1735.6;12.7;3.61;3.1;35.5;0
0;92;2;1737.1;12.6;3.61;3.1;35.5;0
0;92.8;2;1737.7;11.7;3.61;3.1;35.5;0
0;93;2;1731.4;11.9;3.61;3.1;35.5;0
0;93;2;1728.3;12.4;3.61;3.1;35.5;0
0;93;2;1728;12.8;3.51;3.1;35.5;0
0;93;2;1724.9;13;3.51;3.1;35.5;0
0;93;2;1721.3;13;3.51;3.1;35.5;0
0;93;2;1721.3;12.4;3.51;3.1;35.5;0
0;92.1;2;1720.8;11.7;3.51;3.1;35.5;0
0;92;2;1714;11.7;3.51;3.1;35.5;0
0;92;2;1706.7;12.6;3.51;3.1;35.5;0
0;92;2;1709;12.9;3.47;3.1;35.4;0
0;92;2;1708.7;13;3.47;3.1;35;0
0;92;2;1705;13;3.47;3.1;35;0
0;92;2;1701.4;12.6;3.47;3.1;35;0
0;92;2;1698.7;12;3.47;3.1;35;0
0;92;2;1696.3;11.6;3.47;3.1;35;0
0;92;2;1689.7;12.5;3.561;3.1;35;0
0;92;2;1683.2;12.5;3.61;3.1;35;0
0;92;2;1683.1;11.7;3.61;3.1;35;0
0;92;2;1680;12.8;3.61;3.1;35;0
0;92;2;1679.2;12;3.61;3.1;35;0
0;92;2;1681.6;12.5;3.61;3.1;35;0
0;92;2;1679;12.6;3.612;3.1;35;0
0;92;2;1672.8;12.2;3.64;3.1;34.8;0
0;92;2;1671.1;12.5;3.64;3.1;34.5;0
0;92;2;1669.8;11.9;3.64;3.1;34.5;0
0;92;2;1667.6;12.3;3.64;3.1;34.5;0
0;92;2;1665;12.8;3.64;3.1;34.5;0
0;92;2;1664.9;12.1;3.64;3.1;34.5;0
0;92;2;1663.6;12.5;3.546;3.1;34.5;0
0;92;2;1657.2;11.8;3.52;3.1;34.5;0
0;92;2;1650.5;12.2;3.52;3.1;34.5;0
0;92;2;1652.2;12.5;3.52;3.1;34.5;0
0;92;2;1652.4;11.8;3.52;3.1;34.5;0
0;92;2;1647.8;12.7;3.52;3.1;34.5;0
0;92;2;1643.4;11.9;3.522;3.1;34.5;0
0;92;2;1640.1;12.8;3.59;3.1;34.5;0
0;92;2;1638.3;12.2;3.59;3.1;34.5;0
0;92;2;1633.2;12.8;3.59;3.1;34.5;0
0;92;2;1627.1;12.3;3.59;3.1;34.5;0
0;92;2;1626.4;12.1;3.59;3.1;34.5;0
0;92;2;1622.1;12.7;3.59;3.1;34.5;0
0;92;2;1619.7;12.8;3.569;3.1;34.5;0
0;92;2;1621.7;11.7;3.55;3.1;34.5;0
0;92;2;1620.9;12;3.55;3.1;34.5;0
0;92;2;1615.2;12.4;3.55;3.1;34.5;0
0;92;2;1614.1;12.7;3.55;3.1;34.5;0
0;92;2;1611.6;12.6;3.55;3.1;34.5;0
0;92;2;1606.8;12.5;3.55;3.1;34.5;0
0;92;2;1602.2;12.5;3.569;3.1;34;0
0;92;2;1602.8;11.8;3.57;3.1;34;0
0;92;2;1598.8;12.5;3.57;3.1;34;0
0;92;2;1591.2;12.6;3.57;3.1;34;0
0;92;2;1594.2;12.7;3.57;3.1;34;0
0;92;2;1594.7;12.7;3.57;3.1;34;0
0;92;2;1591.2;12.6;3.42;3.1;34;0
0;92;2;1587.5;12.3;3.41;3.1;34;0
0;92;2;1585.3;12;3.41;3.1;34;0
0;92;2;1581.6;11.6;3.41;3.1;34;0
0;92;2;1573.9;12.6;3.41;3.1;34;0
0;92;2;1571;12.2;3.41;3.1;34;0
0;92;2;1568;12.5;3.41;3.1;34;0
0;92;2;1566.2;12.5;3.67;3.1;34;0
0;92;2;1569.1;12.2;3.67;3.1;34;0
0;92;2;1566.9;12.6;3.67;3.1;34;0
0;92;2;1561.5;12;3.67;3.1;34;0
0;92;2;1561.6;12.6;3.67;3.1;34;0
0;92;2;1559.7;12;3.67;3.1;34;0
0;92;2;1556.8;12.6;3.67;3.1;34;0
0;92;2;1556.1;12.2;3.38;3.1;34;0
0;92;2;1556.3;12.5;3.38;3.1;34;0
0;92;2;1551.2;12.6;3.38;3.1;34;0
0;91.9;2;1545.5;12.3;3.38;3.1;34;0
0;91;2;1548.6;12.5;3.38;3.1;34;0
0;91;2;1549.5;12.5;3.38;3.1;34;0
0;91;2;1546.1;12.2;3.36;3.1;34;0
0;91;2;1542.4;12.5;3.36;3.1;34;0
0;91;2;1538.1;12.2;3.36;3.1;34;0
0;91;2;1535.5;12.5;3.36;3.1;34;0
0;92;2;1531.3;12.1;3.36;3.1;34;0
0;92;2;1524.9;12.5;3.36;3.1;34;0
0;92;2;1522.9;12.5;3.36;3.1;34;0
0;92;2;1520.3;12.1;3.36;3.1;34;0
0;92;2;1519;12.3;3.36;3.1;34;0
0;92;2;1520.5;12.6;3.36;3.1;34;0
0;91.3;2;1521.4;12.6;3.36;3.1;34;0
0;91;2;1516;12.1;3.36;3.1;34;0
0;91;2;1512.4;12.3;3.376;3.1;34;0
0;91;2;1512.1;12.5;3.43;3.1;34;0
0;91;2;1510.4;12.7;3.43;3.1;34;0
0;91;2;1508.3;12.7;3.43;3.1;34;0
0;91;2;1506;12.7;3.43;3.1;34;0
0;91;2;1505.4;12.7;3.43;3.1;34;0
0;91;2;1503.4;12.7;3.43;3.1;34;0
0;91;2;1496.2;12.8;3.58;3.1;34;0
0;91;2;1489.9;12.8;3.58;3.1;34;0
0;91;2;1492;12.8;3.58;3.1;34;0
0;91;2;1492.1;12.7;3.58;3.1;34;0
0;91;2;1488.5;12.5;3.58;3.1;34;0
0;91;2;1484.5;12.4;3.58;3.1;34;0
0;91;2;1481.6;12.8;3.58;3.1;34;0
0;91;2;1479.3;12.7;3.45;2.9;34;0
0;91;2;1473.7;12.2;3.39;2.7;34;0
0;91;2;1467.8;12.6;3.39;2.7;34;0
0;91;2;1467.5;12.4;3.39;2.7;34;0
0;91;2;1464.2;12.5;3.39;2.7;34;0
0;91;2;1463.9;12.4;3.39;2.7;34;0
0;91;2;1467;12.5;3.391;2.7;34;0
0;91;2;1463.7;12.4;3.47;2.7;34;0
0;91;2;1458.6;12.3;3.47;2.7;34;0
0;91;2;1457.6;12.3;3.47;2.7;34;0
0;91;2;1456.6;12.6;3.47;2.7;34;0
0;91;2;1454.3;12.2;3.47;2.7;34;0
0;91;2;1453.1;12.5;3.448;2.7;34;0
0;91;2;1453.8;12.4;3.4;2.7;34.3;0
0;91;2;1452.7;12.2;3.4;2.7;34.5;0
0;91;2;1446.8;12.5;3.4;2.7;34.5;0
0;91;2;1440.9;12.6;3.4;2.7;34.5;0
0;91;2;1441.9;12.3;3.4;2.7;34.5;0
0;91;2;1443.4;12.5;3.4;2.7;34.5;0
0;91;2;1440.5;12.2;3.28;2.7;34.5;0
0;91;2;1437;12.4;3.24;2.7;34.5;0
0;91;2;1433.3;12.6;3.24;2.7;34.5;0
0;91;2;1430.9;12.3;3.24;2.7;34.5;0
0;91;2;1428.3;12.2;3.24;2.7;34.5;0
0;91;2;1423.2;12.4;3.24;2.7;34.5;0
0;91;2;1416.4;12.5;3.24;2.7;34.5;0
0;91;2;1416.6;12.6;3.1;2.7;35;0
0;91;2;1414.2;12.5;3.1;2.7;35;0
0;91;2;1412.4;12.5;3.1;2.7;35;0
0;91;2;1413.3;12.5;3.1;2.7;35;0
0;91;2;1414.9;12.5;3.1;2.7;35;0
0;91;2;1410.2;12.5;3.1;2.7;35;0
0;91;2;1406.7;12.5;2.97;2.7;35;0
0;91;2;1405.2;12.4;2.97;2.7;35;0
0;91;2;1404.8;12.2;2.97;2.7;35;0
0;91;2;1403.3;12.1;2.97;2.7;35;0
0;91;2;1402.1;12.1;2.97;2.7;35;0
0;91;2;1399.8;12.6;2.97;2.7;35;0
0;91;2;1398.8;12.7;2.976;2.7;35;0
0;91;2;1396.3;12.6;3.01;2.7;35;0
0;91;2;1390.6;12.3;3.01;2.7;35;0
0;91;2;1384.6;12.6;3.01;2.7;35;0
0;91;2;1385.4;12.5;3.01;2.7;35;0
0;90.1;2;1387.8;12.2;3.01;2.7;35;0
0;90;2;1386.1;12.7;3.01;2.7;35;0
0;90;2;1381.8;12.4;3.029;2.7;35.1;0
0;90;2;1378.8;12.6;3.09;2.7;35.5;0
0;90;2;1375.6;12.3;3.09;2.7;35.5;0
0;90;2;1373;12.5;3.09;2.7;35.5;0
0;90;2;1369.4;12.6;3.09;2.7;35.5;0
0;90;2;1363.6;12.5;3.09;2.7;35.5;0
0;90;2;1359.7;12.8;3.084;2.7;35.5;0
0;90;2;1360.5;12.3;3.01;2.7;35.5;0
0;90;2;1357.2;12.8;3.01;2.7;35.5;0
0;90;2;1354.6;12.9;3.01;2.7;35.5;0
0;90;2;1354.9;12.6;3.01;2.7;35.5;0
0;90;2;1355.7;12.8;3.01;2.7;35.5;0
0;90;2;1351;12.9;3.01;2.7;35.5;0
0;90;2;1345.4;12.8;3.068;2.7;35.5;0
0;90;2;1344.9;12.2;3.07;2.7;36;0
0;90;2;1343.7;12.3;3.07;2.7;36;0
0;90;2;1341.8;12.5;3.07;2.7;36;0
0;90;2;1339.9;12.7;3.07;2.7;36;0
0;90;2;1340;12.8;3.07;2.7;36;0
0;90;2;1339.5;12.9;3.07;2.7;36;0
0;90;2;1334.9;12.9;2.951;2.7;36;0
0;90;2;1329.2;12.9;2.92;2.7;36;0
0;90;2;1331.3;12.8;2.92;2.7;36;0
0;90;2;1334.1;12.8;2.92;2.7;36;0
0;90;2;1332;12.7;2.92;2.7;36;0
0;90;2;1327.6;12.5;2.92;2.7;36;0
0;90;2;1324.4;12.3;2.916;2.7;36.2;0
0;90;2;1321;12.5;2.91;2.7;36.5;0
0;90;2;1318.6;12.7;2.91;2.7;36.5;0
0;90;2;1316.8;12.8;2.91;2.7;36.5;0
0;90;2;1312.6;12.4;2.91;2.7;36.5;0
0;90;2;1306.5;12.8;2.91;2.7;36.5;0
0;90;2;1306.6;12.8;2.911;2.7;36.5;0
0;90;2;1303.8;12.3;2.98;2.7;36.5;0
0;90;2;1300.4;12.8;2.98;2.7;36.5;0
0;90;2;1298.6;12.4;2.98;2.7;36.5;0
0;90;2;1299.7;12.7;2.98;2.7;36.5;0
0;90;2;1298.4;12.6;2.98;2.7;36.5;0
0;90;2;1293.1;12.5;2.98;2.7;36.5;0
0;90;2;1290.8;12.5;2.84;2.7;36.5;0
0;90;2;1289.8;12.8;2.74;2.7;36.5;0
0;90;2;1288.9;12.5;2.74;2.7;36.5;0
0;90;2;1286.6;12.7;2.74;2.7;36.5;0
0;90;2;1284.3;12.8;2.74;2.7;36.5;0
0;90;2;1284.8;12.1;2.74;2.7;36.5;0
0;90;2;1282.8;12.5;2.742;2.7;36.5;0
0;90;2;1276.9;12.7;2.87;2.7;36.5;0
0;90;2;1272.5;12.7;2.87;2.4;37;0
0;90;2;1275;12.5;2.87;2.4;37;0
0;90;2;1275.6;12;2.87;2.4;37;0
0;90;2;1273.1;12.3;2.87;2.4;37;0
0;90;2;1270.8;12.5;2.87;2.4;37;0
0;90;2;1268;12.6;2.827;2.4;37;0
0;90;2;1265.5;12.6;2.77;2.4;37.2;0
0;90;2;1263.3;12.6;2.77;2.4;37.5;0
0;90;2;1259.3;12.5;2.77;2.4;37.5;0
0;90;2;1252.8;12.3;2.77;2.4;37.5;0
0;90;2;1250.6;12.5;2.77;2.4;37.5;0
0;90;2;1248.3;12.8;2.77;2.4;37.5;0
0;90;2;1245.2;12.6;2.77;2.4;37.5;0
0;90;2;1243.8;12.2;2.809;2.4;37.1;0
0;90;2;1245.8;12.5;2.82;2.4;37;0
0;90;2;1243.4;12.6;2.82;2.4;37;0
0;90;2;1240;12.1;2.82;2.4;37;0
0;90;2;1238.7;12.5;2.82;2.4;37;0
0;90;2;1237.8;12.3;2.82;2.4;37;0
0;90;2;1236.5;12.4;2.82;2.4;37;0
0;90;2;1236.3;12.5;2.76;2.4;37;0
0;90;2;1244.5;12.1;2.76;2.4;37;0
0;90;2;1251.2;11.9;2.76;2.4;37;0
0;90;2;1238.1;12.5;2.76;2.4;37;0
0;90;2;1212.4;12.4;2.76;2.4;37;0
0;90;2;1212.4;12;2.76;2.4;37;0
0;90;2;1229.7;12.5;2.756;2.4;37.1;0
0;90;2;1248.2;12.2;2.74;2.4;37.5;0
0;90;2;1285.3;12.3;2.74;2.4;37.5;0
0;90;2;1341.6;11.8;2.74;2.4;37.5;0
0;90;2;1389.2;11.4;2.74;2.4;37.5;0
0;90;2;1408;11.6;2.74;2.4;37.5;0
0;90;2;1413.2;11.8;2.74;2.4;37.5;0
0;90;2;1419.9;12;3.11;2.4;37.2;0
0;90;2;1422.2;12.2;3.11;2.7;35;0
0;90;2;1425.2;12.4;3.11;2.7;35;0
0;90;2;1427.4;12.5;3.11;2.7;35;0
0;90;2;1426.5;12.1;3.11;2.7;35;0
0;90;2;1425.4;12.1;3.11;2.7;35;0
0;90;2;1423.2;12.2;3.156;2.7;35;0
0;90;2;1418.7;12.4;3.3;2.7;35;0
0;90;2;1415.5;12.5;3.3;2.7;35;0
0;90;2;1413;12.5;3.3;2.7;35;0
0;90;2;1409.3;12.4;3.3;2.7;35;0
0;90;2;1407.2;12.3;3.3;2.7;35;0
0;90;2;1404.9;12.2;3.27;2.7;35;0
0;90;2;1401.2;12.1;3.2;2.7;35;0
0;90;2;1398.2;12.4;3.2;2.7;35;0
0;90;2;1395.2;12.6;3.2;2.7;35;0
0;90;2;1392.8;12.2;3.2;2.7;35;0
0;89;2;1389.7;12;3.2;2.7;35;0
0;89;2;1388.5;12.5;3.2;2.7;35;0
0;89;2;1386.5;12.2;3.131;2.7;35.2;0
0;89;2;1381.8;12.3;3.04;2.7;35.5;0
0;89;2;1376.2;12.3;3.04;2.7;35.5;0
0;89;2;1371;12.6;3.04;2.7;35.5;0
0;89;2;1371.8;12.2;3.04;2.7;35.5;0
0;89;2;1372;12.6;3.04;2.7;35.5;0
0;89;2;1369.6;12.4;3.049;2.7;35.5;0
0;89;2;1366.2;12.4;3.07;2.7;35.7;0
0;89;2;1362.4;12.4;3.07;2.7;36;0
0;89;2;1358.9;12.7;3.07;2.7;36;0
0;89;2;1356;12.1;3.07;2.7;36;0
0;89;2;1354;12.3;3.07;2.7;36;0
0;89;2;1351.4;12.7;3.07;2.7;36;0
0;89;2;1345.5;12.7;3.054;2.7;36;0
0;89;2;1339.6;12.7;2.99;2.7;36;0
0;89;2;1337.7;12.7;2.99;2.7;36;0
0;89;2;1335.9;12.6;2.99;2.7;36;0
0;89;2;1332;12.6;2.99;2.7;36;0
0;89;2;1329.9;12.6;2.99;2.7;36;0
0;89;2;1330.3;12.6;2.99;2.7;36;0
0;89;2;1330.2;12.7;2.814;2.7;36.5;0
0;89;2;1324.5;12.7;2.81;2.7;36.5;0
0;89;2;1320.3;12.4;2.81;2.7;36.5;0
0;89;2;1317.9;12.3;2.81;2.7;36.5;0
0;89;2;1316.8;12.7;2.81;2.7;36.5;0
